ALV-7002/USB-25
Date :	"13/03/2025"
Time :	"11:06:27"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
FloatDur [ms]   :	        29989
Stop TP [ms]   :	   2793974
Runs            :	        10
Mode            :	"A-CH0 "
MeanCR0 [kHz]   :	      53.49066
MeanCR1 [kHz]   :	       0.00000
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,  53.670"	" 2,  54.143"	" 3,  53.939"	" 4,  53.366"	" 5,  53.553"	" 6,  53.655"	" 7,  53.826"	" 8,  53.307"	" 9,  53.389"	"10,  53.491"	
  4.50000E-004	  2.64017E+000	  2.60368E+000	  2.57655E+000	  2.65278E+000	  2.68702E+000	  2.63871E+000	  2.60531E+000	  2.64086E+000	  2.65752E+000	  2.67123E+000	  2.66801E+000	
  5.00000E-004	  2.01123E+000	  1.97833E+000	  1.95843E+000	  2.02965E+000	  2.00816E+000	  1.98785E+000	  1.99194E+000	  2.04813E+000	  2.04157E+000	  2.03858E+000	  2.02970E+000	
  5.50000E-004	  1.52963E+000	  1.52617E+000	  1.48886E+000	  1.55695E+000	  1.51031E+000	  1.51789E+000	  1.50592E+000	  1.58338E+000	  1.54918E+000	  1.53647E+000	  1.52120E+000	
  6.00000E-004	  1.35113E+000	  1.33909E+000	  1.33189E+000	  1.33244E+000	  1.35904E+000	  1.40674E+000	  1.34439E+000	  1.39417E+000	  1.34664E+000	  1.29689E+000	  1.36005E+000	
  6.50000E-004	  1.24689E+000	  1.23907E+000	  1.27433E+000	  1.26045E+000	  1.26209E+000	  1.27303E+000	  1.21422E+000	  1.25928E+000	  1.21832E+000	  1.19956E+000	  1.26859E+000	
  7.00000E-004	  1.14636E+000	  1.10965E+000	  1.13624E+000	  1.16499E+000	  1.17006E+000	  1.15188E+000	  1.09646E+000	  1.18263E+000	  1.10614E+000	  1.15674E+000	  1.18883E+000	
  7.50000E-004	  1.04967E+000	  1.00662E+000	  1.05047E+000	  1.01754E+000	  1.06422E+000	  1.05840E+000	  1.06439E+000	  1.07053E+000	  1.02905E+000	  1.06666E+000	  1.06884E+000	
  8.00000E-004	  9.68981E-001	  9.56267E-001	  9.44453E-001	  9.25646E-001	  9.69377E-001	  9.14813E-001	  1.00621E+000	  1.00872E+000	  9.61933E-001	  9.85006E-001	  1.01738E+000	
  9.00000E-004	  8.35424E-001	  8.16774E-001	  8.14209E-001	  8.39847E-001	  8.25362E-001	  7.72966E-001	  8.71014E-001	  8.62783E-001	  8.82597E-001	  8.33042E-001	  8.35644E-001	
  1.00000E-003	  7.65990E-001	  7.61208E-001	  7.51873E-001	  7.66125E-001	  7.85904E-001	  7.54480E-001	  7.54427E-001	  7.73356E-001	  7.94486E-001	  7.81920E-001	  7.36119E-001	
  1.10000E-003	  6.87664E-001	  6.63505E-001	  6.66333E-001	  6.62729E-001	  7.08042E-001	  6.90998E-001	  6.93090E-001	  6.85310E-001	  7.07323E-001	  7.04475E-001	  6.94836E-001	
  1.20000E-003	  6.12319E-001	  6.27618E-001	  6.19126E-001	  5.69109E-001	  6.58515E-001	  5.91938E-001	  6.09161E-001	  6.09924E-001	  5.93122E-001	  6.31711E-001	  6.12971E-001	
  1.30000E-003	  5.71716E-001	  5.67075E-001	  5.82157E-001	  5.46107E-001	  5.60866E-001	  5.99379E-001	  6.13961E-001	  5.34307E-001	  5.55292E-001	  6.11472E-001	  5.46544E-001	
  1.40000E-003	  5.35188E-001	  5.30725E-001	  5.22325E-001	  4.88716E-001	  5.39673E-001	  5.91821E-001	  5.59296E-001	  5.18309E-001	  5.37859E-001	  5.53681E-001	  5.09471E-001	
  1.50000E-003	  5.18017E-001	  5.42070E-001	  5.28240E-001	  4.97341E-001	  5.23984E-001	  5.07992E-001	  5.23243E-001	  5.06225E-001	  5.22087E-001	  5.11216E-001	  5.17774E-001	
  1.60000E-003	  5.02103E-001	  5.24995E-001	  5.29320E-001	  4.75144E-001	  4.80311E-001	  4.95726E-001	  5.03637E-001	  4.94773E-001	  5.19537E-001	  5.04021E-001	  4.93565E-001	
  1.80000E-003	  5.00706E-001	  5.31535E-001	  4.69032E-001	  4.68991E-001	  4.85053E-001	  5.24560E-001	  4.93745E-001	  4.89939E-001	  4.98725E-001	  5.21452E-001	  5.24031E-001	
  2.00000E-003	  5.32904E-001	  5.26847E-001	  5.30685E-001	  4.98089E-001	  5.32004E-001	  5.02295E-001	  5.50283E-001	  5.57671E-001	  5.36436E-001	  5.45024E-001	  5.49701E-001	
  2.20000E-003	  5.59484E-001	  5.62965E-001	  5.45018E-001	  5.36388E-001	  5.56885E-001	  5.60545E-001	  5.68661E-001	  5.38163E-001	  5.71716E-001	  5.76903E-001	  5.77594E-001	
  2.40000E-003	  5.78605E-001	  5.62618E-001	  5.78517E-001	  5.74284E-001	  5.81239E-001	  5.45082E-001	  5.82298E-001	  6.08542E-001	  5.96976E-001	  6.01645E-001	  5.54847E-001	
  2.60000E-003	  5.78184E-001	  5.42764E-001	  6.17761E-001	  5.41506E-001	  5.81356E-001	  5.76590E-001	  5.98042E-001	  5.84488E-001	  6.11622E-001	  5.70410E-001	  5.57303E-001	
  2.80000E-003	  5.58784E-001	  5.63486E-001	  5.55824E-001	  5.33340E-001	  5.78370E-001	  5.29734E-001	  5.56077E-001	  5.99277E-001	  5.85710E-001	  5.55728E-001	  5.30288E-001	
  3.00000E-003	  5.21058E-001	  5.40449E-001	  5.24998E-001	  5.04357E-001	  5.07650E-001	  5.16015E-001	  5.14289E-001	  5.48694E-001	  5.04951E-001	  5.41866E-001	  5.07307E-001	
  3.20000E-003	  4.85203E-001	  4.62367E-001	  4.78104E-001	  4.84891E-001	  4.74135E-001	  4.80669E-001	  5.05305E-001	  5.12670E-001	  4.99229E-001	  4.78635E-001	  4.76023E-001	
  3.60000E-003	  4.06826E-001	  4.13747E-001	  3.82354E-001	  4.20024E-001	  4.14187E-001	  3.99747E-001	  4.07885E-001	  3.92944E-001	  3.80759E-001	  4.33303E-001	  4.23308E-001	
  4.00000E-003	  3.46460E-001	  3.41685E-001	  3.42798E-001	  3.35174E-001	  3.52512E-001	  3.24464E-001	  3.42041E-001	  3.46504E-001	  3.50133E-001	  3.65715E-001	  3.63576E-001	
  4.40000E-003	  2.91332E-001	  2.95612E-001	  2.83590E-001	  2.94920E-001	  2.90193E-001	  2.63220E-001	  2.74969E-001	  2.92209E-001	  3.16780E-001	  3.01315E-001	  3.00510E-001	
  4.80000E-003	  2.58768E-001	  2.47078E-001	  2.44489E-001	  2.58318E-001	  2.68328E-001	  2.47291E-001	  2.69057E-001	  2.60011E-001	  2.64097E-001	  2.60487E-001	  2.68525E-001	
  5.20000E-003	  2.26280E-001	  2.25344E-001	  2.27568E-001	  2.17373E-001	  2.39525E-001	  2.14968E-001	  2.38974E-001	  2.23354E-001	  2.27216E-001	  2.20302E-001	  2.28177E-001	
  5.60000E-003	  2.01756E-001	  2.07488E-001	  1.96031E-001	  2.05498E-001	  1.96320E-001	  2.23165E-001	  2.01604E-001	  1.83417E-001	  2.13045E-001	  2.11441E-001	  1.79555E-001	
  6.00000E-003	  1.92514E-001	  1.96114E-001	  1.99813E-001	  1.76515E-001	  1.67488E-001	  1.94912E-001	  2.20187E-001	  1.83647E-001	  2.04892E-001	  1.92372E-001	  1.89204E-001	
  6.40000E-003	  1.77423E-001	  1.76753E-001	  1.70138E-001	  1.68134E-001	  1.80315E-001	  1.86962E-001	  1.84558E-001	  1.85316E-001	  1.76446E-001	  1.71856E-001	  1.73751E-001	
  7.20000E-003	  1.56230E-001	  1.58231E-001	  1.55621E-001	  1.56215E-001	  1.44867E-001	  1.70292E-001	  1.61484E-001	  1.50370E-001	  1.56746E-001	  1.62351E-001	  1.46122E-001	
  8.00000E-003	  1.51374E-001	  1.69286E-001	  1.58336E-001	  1.58099E-001	  1.44941E-001	  1.58506E-001	  1.47861E-001	  1.48054E-001	  1.35548E-001	  1.54966E-001	  1.38140E-001	
  8.80000E-003	  1.39575E-001	  1.41069E-001	  1.30155E-001	  1.29403E-001	  1.41955E-001	  1.31720E-001	  1.42799E-001	  1.40098E-001	  1.37045E-001	  1.51018E-001	  1.50493E-001	
  9.60000E-003	  1.35764E-001	  1.45236E-001	  1.15495E-001	  1.35873E-001	  1.47897E-001	  1.31982E-001	  1.40106E-001	  1.22619E-001	  1.38261E-001	  1.51968E-001	  1.28199E-001	
  1.04000E-002	  1.37847E-001	  1.30983E-001	  1.43264E-001	  1.56316E-001	  1.30524E-001	  1.36836E-001	  1.30478E-001	  1.35178E-001	  1.40469E-001	  1.39831E-001	  1.34588E-001	
  1.12000E-002	  1.37989E-001	  1.52182E-001	  1.51412E-001	  1.44772E-001	  1.36042E-001	  1.46196E-001	  1.34575E-001	  1.19066E-001	  1.37297E-001	  1.33163E-001	  1.25188E-001	
  1.20000E-002	  1.31357E-001	  1.20724E-001	  1.33553E-001	  1.35901E-001	  1.34535E-001	  1.36982E-001	  1.16285E-001	  1.22058E-001	  1.40810E-001	  1.48707E-001	  1.24018E-001	
  1.28000E-002	  1.30309E-001	  1.33450E-001	  1.23791E-001	  1.37500E-001	  1.34175E-001	  1.30777E-001	  1.23199E-001	  1.16663E-001	  1.38961E-001	  1.42170E-001	  1.22403E-001	
  1.44000E-002	  1.32585E-001	  1.25701E-001	  1.31093E-001	  1.36127E-001	  1.32367E-001	  1.20495E-001	  1.32380E-001	  1.43113E-001	  1.34556E-001	  1.33279E-001	  1.36744E-001	
  1.60000E-002	  1.27651E-001	  1.26981E-001	  1.08783E-001	  1.43186E-001	  1.19012E-001	  1.33917E-001	  1.30251E-001	  1.25144E-001	  1.22616E-001	  1.40949E-001	  1.25670E-001	
  1.76000E-002	  1.30813E-001	  1.45778E-001	  1.25327E-001	  1.24892E-001	  1.22407E-001	  1.26171E-001	  1.26096E-001	  1.23475E-001	  1.37002E-001	  1.31824E-001	  1.45157E-001	
  1.92000E-002	  1.25395E-001	  1.21092E-001	  1.23479E-001	  1.14483E-001	  1.41058E-001	  1.16811E-001	  1.34977E-001	  1.24057E-001	  1.16872E-001	  1.35334E-001	  1.25787E-001	
  2.08000E-002	  1.25047E-001	  1.25238E-001	  1.22803E-001	  1.25359E-001	  1.23795E-001	  1.16659E-001	  1.24545E-001	  1.22547E-001	  1.22179E-001	  1.31620E-001	  1.35728E-001	
  2.24000E-002	  1.25240E-001	  1.36011E-001	  1.22014E-001	  1.25251E-001	  1.37487E-001	  1.30182E-001	  1.16674E-001	  1.09966E-001	  1.25699E-001	  1.31583E-001	  1.17535E-001	
  2.40000E-002	  1.20643E-001	  1.08460E-001	  1.18033E-001	  1.32706E-001	  1.13857E-001	  1.32464E-001	  1.21875E-001	  1.11671E-001	  1.24173E-001	  1.29346E-001	  1.13851E-001	
  2.56000E-002	  1.18979E-001	  1.18999E-001	  1.16649E-001	  1.22673E-001	  1.19172E-001	  1.20362E-001	  1.15140E-001	  1.23480E-001	  1.17177E-001	  1.14349E-001	  1.21788E-001	
  2.88000E-002	  1.18866E-001	  1.07915E-001	  1.14854E-001	  1.22088E-001	  1.22605E-001	  1.20436E-001	  1.27533E-001	  1.29994E-001	  1.15035E-001	  1.08254E-001	  1.19943E-001	
  3.20000E-002	  1.21867E-001	  1.20356E-001	  1.25486E-001	  1.26220E-001	  1.24562E-001	  1.26563E-001	  1.16197E-001	  1.25692E-001	  1.17347E-001	  1.18677E-001	  1.17574E-001	
  3.52000E-002	  1.17559E-001	  1.25822E-001	  1.16269E-001	  1.16903E-001	  1.17603E-001	  1.12921E-001	  1.14533E-001	  1.26368E-001	  1.24417E-001	  1.19043E-001	  1.01710E-001	
  3.84000E-002	  1.17958E-001	  1.20294E-001	  1.12459E-001	  1.14781E-001	  1.13409E-001	  1.17917E-001	  1.18133E-001	  1.16075E-001	  1.27296E-001	  1.24358E-001	  1.14860E-001	
  4.16000E-002	  1.14006E-001	  1.12875E-001	  1.06675E-001	  1.17340E-001	  1.08597E-001	  1.17612E-001	  1.16340E-001	  1.18898E-001	  1.10055E-001	  1.16381E-001	  1.15287E-001	
  4.48000E-002	  1.12625E-001	  1.13273E-001	  1.01972E-001	  1.23447E-001	  1.14878E-001	  1.14291E-001	  1.13279E-001	  1.14640E-001	  1.03747E-001	  1.09951E-001	  1.16771E-001	
  4.80000E-002	  1.10600E-001	  1.04630E-001	  1.08396E-001	  1.14976E-001	  1.19723E-001	  1.11039E-001	  1.11921E-001	  1.03778E-001	  1.20313E-001	  1.10152E-001	  1.01075E-001	
  5.12000E-002	  1.08041E-001	  1.09058E-001	  1.07023E-001	  1.09433E-001	  1.13345E-001	  1.14061E-001	  1.02062E-001	  1.02284E-001	  1.13871E-001	  1.04878E-001	  1.04394E-001	
  5.76000E-002	  1.08664E-001	  1.09610E-001	  1.08207E-001	  1.14487E-001	  1.13804E-001	  1.06129E-001	  1.07099E-001	  1.04701E-001	  1.09995E-001	  1.08304E-001	  1.04307E-001	
  6.40000E-002	  1.06258E-001	  1.02094E-001	  1.05365E-001	  1.11319E-001	  1.06111E-001	  1.04097E-001	  1.10433E-001	  1.05285E-001	  1.09031E-001	  1.03663E-001	  1.05179E-001	
  7.04000E-002	  1.02915E-001	  1.03925E-001	  1.00152E-001	  1.03596E-001	  1.04692E-001	  9.44160E-002	  1.08040E-001	  1.04290E-001	  1.03846E-001	  1.05198E-001	  1.00995E-001	
  7.68000E-002	  1.02876E-001	  1.09959E-001	  1.02770E-001	  1.02124E-001	  1.01764E-001	  9.98122E-002	  1.06222E-001	  1.06984E-001	  9.58600E-002	  1.02648E-001	  1.00614E-001	
  8.32000E-002	  1.01547E-001	  1.03344E-001	  1.02116E-001	  1.05071E-001	  1.02747E-001	  9.55339E-002	  9.66074E-002	  1.02283E-001	  9.92338E-002	  1.00481E-001	  1.08053E-001	
  8.96000E-002	  1.00096E-001	  9.50539E-002	  9.60714E-002	  9.44276E-002	  1.04052E-001	  9.75629E-002	  1.02283E-001	  1.05919E-001	  1.02433E-001	  9.83203E-002	  1.04835E-001	
  9.60000E-002	  9.85238E-002	  9.92817E-002	  9.60341E-002	  9.35488E-002	  1.05905E-001	  8.84813E-002	  9.51113E-002	  1.04106E-001	  1.06397E-001	  1.00815E-001	  9.55573E-002	
  1.02400E-001	  9.89370E-002	  9.81744E-002	  9.58506E-002	  1.00503E-001	  1.01135E-001	  9.64928E-002	  9.81618E-002	  1.00596E-001	  9.92281E-002	  1.02307E-001	  9.69218E-002	
  1.15200E-001	  9.39483E-002	  8.77930E-002	  9.02280E-002	  9.42289E-002	  9.32684E-002	  9.43464E-002	  9.97969E-002	  9.52559E-002	  9.95135E-002	  9.66010E-002	  8.84511E-002	
  1.28000E-001	  8.99984E-002	  9.72067E-002	  8.38624E-002	  9.06829E-002	  8.87694E-002	  8.77184E-002	  8.80649E-002	  8.75203E-002	  9.27603E-002	  9.34251E-002	  8.99733E-002	
  1.40800E-001	  8.79162E-002	  9.22508E-002	  8.55367E-002	  9.19307E-002	  8.44735E-002	  9.14519E-002	  8.76863E-002	  8.66670E-002	  8.42134E-002	  8.86500E-002	  8.63022E-002	
  1.53600E-001	  8.40176E-002	  8.05162E-002	  8.58268E-002	  8.42186E-002	  8.30070E-002	  8.05045E-002	  8.30566E-002	  8.42320E-002	  8.89862E-002	  8.21838E-002	  8.76443E-002	
  1.66400E-001	  8.19012E-002	  8.67365E-002	  8.10831E-002	  7.79068E-002	  8.49590E-002	  8.14437E-002	  8.17599E-002	  8.07010E-002	  7.82339E-002	  8.57948E-002	  8.03934E-002	
  1.79200E-001	  7.86307E-002	  7.83541E-002	  7.54433E-002	  8.04730E-002	  8.39423E-002	  7.47237E-002	  7.16957E-002	  8.08377E-002	  8.11792E-002	  8.75011E-002	  7.21568E-002	
  1.92000E-001	  7.55271E-002	  7.37796E-002	  7.31986E-002	  7.67569E-002	  7.63900E-002	  7.75201E-002	  7.38357E-002	  7.40676E-002	  7.34660E-002	  7.70499E-002	  7.92067E-002	
  2.04800E-001	  7.42272E-002	  7.59490E-002	  7.38301E-002	  7.52172E-002	  7.39875E-002	  7.16108E-002	  7.31063E-002	  7.35366E-002	  7.46176E-002	  7.51731E-002	  7.52439E-002	
  2.30400E-001	  7.01335E-002	  7.27583E-002	  6.86642E-002	  6.83934E-002	  7.28333E-002	  6.90423E-002	  7.08765E-002	  6.77934E-002	  6.89821E-002	  7.04254E-002	  7.15664E-002	
  2.56000E-001	  6.55756E-002	  6.67572E-002	  6.56450E-002	  6.51906E-002	  6.17147E-002	  6.42255E-002	  6.64553E-002	  6.79611E-002	  6.83658E-002	  6.64922E-002	  6.29484E-002	
  2.81600E-001	  6.10846E-002	  6.09238E-002	  6.38672E-002	  6.33624E-002	  5.99442E-002	  6.05685E-002	  5.98755E-002	  5.76094E-002	  6.28734E-002	  5.97443E-002	  6.20775E-002	
  3.07200E-001	  5.74338E-002	  5.39004E-002	  5.68037E-002	  5.68569E-002	  5.73051E-002	  5.90568E-002	  5.88061E-002	  5.65188E-002	  5.97193E-002	  5.84749E-002	  5.68955E-002	
  3.32800E-001	  5.43665E-002	  5.67548E-002	  5.54271E-002	  5.09395E-002	  5.20687E-002	  5.14226E-002	  5.54573E-002	  5.21684E-002	  5.57530E-002	  5.69916E-002	  5.66822E-002	
  3.58400E-001	  5.07219E-002	  5.11676E-002	  5.00746E-002	  5.19614E-002	  5.06755E-002	  4.89262E-002	  5.03602E-002	  5.03430E-002	  5.17388E-002	  5.07713E-002	  5.12001E-002	
  3.84000E-001	  4.73909E-002	  4.27738E-002	  4.79551E-002	  4.90002E-002	  4.96919E-002	  4.63174E-002	  4.86218E-002	  4.85909E-002	  4.98104E-002	  4.63332E-002	  4.48142E-002	
  4.09600E-001	  4.46499E-002	  4.47991E-002	  4.34036E-002	  4.41273E-002	  4.57553E-002	  4.45376E-002	  4.46081E-002	  4.31215E-002	  4.71465E-002	  4.47724E-002	  4.42276E-002	
  4.60800E-001	  4.01897E-002	  4.25856E-002	  3.90069E-002	  4.07724E-002	  3.73785E-002	  4.10316E-002	  4.01978E-002	  3.82814E-002	  4.16290E-002	  4.00281E-002	  4.09855E-002	
  5.12000E-001	  3.42351E-002	  3.31147E-002	  3.50476E-002	  3.20439E-002	  3.65062E-002	  3.47211E-002	  3.51253E-002	  3.40226E-002	  3.30547E-002	  3.40914E-002	  3.46232E-002	
  5.63200E-001	  3.07061E-002	  3.09485E-002	  3.09525E-002	  3.05868E-002	  3.06159E-002	  3.18757E-002	  3.23547E-002	  3.23132E-002	  2.91861E-002	  2.93205E-002	  2.89067E-002	
  6.14400E-001	  2.76156E-002	  2.82330E-002	  2.66965E-002	  2.86820E-002	  2.84222E-002	  2.66560E-002	  3.01263E-002	  2.64622E-002	  2.65978E-002	  2.78635E-002	  2.64167E-002	
  6.65600E-001	  2.35916E-002	  2.42371E-002	  2.47799E-002	  2.60558E-002	  2.16742E-002	  2.40637E-002	  2.50277E-002	  2.09659E-002	  2.19844E-002	  2.49069E-002	  2.22206E-002	
  7.16800E-001	  2.12216E-002	  2.29132E-002	  2.12776E-002	  2.30972E-002	  1.98220E-002	  1.89557E-002	  2.26016E-002	  2.13858E-002	  2.13429E-002	  2.15440E-002	  1.92760E-002	
  7.68000E-001	  1.95934E-002	  2.16175E-002	  1.87812E-002	  1.78118E-002	  2.29869E-002	  2.09861E-002	  1.93937E-002	  1.72149E-002	  1.77607E-002	  2.00115E-002	  1.93700E-002	
  8.19200E-001	  1.72137E-002	  1.86509E-002	  1.65050E-002	  1.72822E-002	  1.74189E-002	  1.84698E-002	  1.74356E-002	  1.68458E-002	  1.70169E-002	  1.66155E-002	  1.58965E-002	
  9.21600E-001	  1.33271E-002	  1.43925E-002	  1.51671E-002	  1.21923E-002	  1.48422E-002	  1.37050E-002	  1.39123E-002	  1.23472E-002	  1.21005E-002	  1.12778E-002	  1.33339E-002	
  1.02400E+000	  1.04677E-002	  1.21819E-002	  9.63909E-003	  9.26037E-003	  1.09731E-002	  9.12688E-003	  9.27072E-003	  1.24545E-002	  1.12123E-002	  1.21016E-002	  8.45633E-003	
  1.12640E+000	  9.01456E-003	  8.97545E-003	  8.66846E-003	  8.41167E-003	  9.35747E-003	  9.36797E-003	  9.65556E-003	  9.19750E-003	  8.93677E-003	  8.95211E-003	  8.62262E-003	
  1.22880E+000	  6.73403E-003	  6.62054E-003	  4.94185E-003	  6.58816E-003	  8.24523E-003	  6.25331E-003	  5.75539E-003	  8.26656E-003	  5.12486E-003	  8.07758E-003	  7.46677E-003	
  1.33120E+000	  6.29592E-003	  8.14821E-003	  4.60413E-003	  6.45925E-003	  5.57066E-003	  7.09000E-003	  6.29801E-003	  6.98814E-003	  6.65644E-003	  4.82914E-003	  6.31521E-003	
  1.43360E+000	  4.55211E-003	  4.49047E-003	  3.86252E-003	  3.66118E-003	  2.04357E-006	  6.02809E-003	  4.41560E-003	  5.48216E-003	  5.07375E-003	  5.71306E-003	  6.79222E-003	
  1.53600E+000	  3.49286E-003	  4.04346E-003	  3.07157E-003	  5.75060E-003	  1.68762E-003	  5.58490E-003	  1.90822E-003	  3.55201E-003	  2.26078E-003	  3.54208E-003	  3.52737E-003	
  1.63840E+000	  3.04256E-003	  4.55602E-003	  2.09771E-003	  4.85948E-003	  1.27498E-003	  4.11335E-003	  1.86827E-003	  3.20236E-003	  3.54382E-003	  2.09287E-003	  2.81672E-003	
  1.84320E+000	  2.09399E-003	  4.81764E-003	  2.29872E-003	  3.01184E-003	  7.83638E-004	  1.60230E-003	  2.69915E-003	  5.85325E-004	  3.99275E-003	  7.78315E-004	  3.70204E-004	
  2.04800E+000	  1.37523E-003	  2.86100E-003	  1.74447E-003	  1.91757E-003	  1.71543E-004	  1.16278E-004	  2.07080E-003	  3.21305E-003	  9.17951E-004	  6.27574E-005	  6.76859E-004	
  2.25280E+000	  9.59775E-004	  1.08838E-003	  1.11581E-003	  1.93231E-003	  5.74666E-004	 -7.74806E-004	  2.42299E-003	  3.73180E-003	  5.88560E-004	 -1.50598E-003	  4.24016E-004	
  2.45760E+000	  1.16165E-003	  8.72883E-004	  2.03054E-003	  1.61087E-003	  4.26614E-004	 -2.76827E-004	  2.74339E-003	  2.74436E-003	  1.29190E-003	  4.07007E-004	 -2.34225E-004	
  2.66240E+000	  7.89061E-004	  1.18578E-003	  1.57441E-003	 -1.64520E-004	  1.00541E-005	  9.90412E-004	  1.41118E-003	  1.25221E-003	 -4.62132E-005	  4.95976E-004	  1.18132E-003	
  2.86720E+000	  9.62150E-004	  1.12032E-003	  2.02049E-003	  2.43044E-003	  2.03862E-003	  5.86936E-004	  1.46251E-003	 -3.66166E-004	 -7.60284E-004	  1.57911E-004	  9.30713E-004	
