ALV-7002/USB-25
Date :	"13/03/2025"
Time :	"10:48:27"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
FloatDur [ms]   :	        29989
Stop TP [ms]   :	   2767151
Runs            :	        10
Mode            :	"A-CH0 "
MeanCR0 [kHz]   :	       2.36438
MeanCR1 [kHz]   :	       0.00000
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,   1.972"	" 2,   1.980"	" 3,   2.029"	" 4,   2.033"	" 5,   1.999"	" 6,   2.082"	" 7,   2.298"	" 8,   2.405"	" 9,   2.456"	"10,   2.364"	
       4.33594	       2.57349	       0.00000	       0.00000	       0.00000
       4.45313	       2.71835	       0.00000	       0.00000	       0.00000
       4.57031	       2.47975	       0.00000	       0.00000	       0.00000
       4.68750	       2.39454	       0.00000	       0.00000	       0.00000
       4.80469	       2.40306	       0.00000	       0.00000	       0.00000
       4.92188	       3.00809	       0.00000	       0.00000	       0.00000
       5.03906	       2.42010	       0.00000	       0.00000	       0.00000
       5.15625	       2.19854	       0.00000	       0.00000	       0.00000
       5.27344	       2.24967	       0.00000	       0.00000	       0.00000
       5.39063	       2.87174	       0.00000	       0.00000	       0.00000
       5.50781	       2.36897	       0.00000	       0.00000	       0.00000
       5.62500	       2.10481	       0.00000	       0.00000	       0.00000
       5.74219	       2.42862	       0.00000	       0.00000	       0.00000
       5.85938	       2.47123	       0.00000	       0.00000	       0.00000
       5.97656	       2.64166	       0.00000	       0.00000	       0.00000
       6.09375	       2.29228	       0.00000	       0.00000	       0.00000
       6.21094	       2.43715	       0.00000	       0.00000	       0.00000
       6.32813	       2.65018	       0.00000	       0.00000	       0.00000
       6.44531	       2.41158	       0.00000	       0.00000	       0.00000
       6.56250	       2.17298	       0.00000	       0.00000	       0.00000
       6.67969	       2.53940	       0.00000	       0.00000	       0.00000
       6.79688	       2.24115	       0.00000	       0.00000	       0.00000
       6.91406	       2.41158	       0.00000	       0.00000	       0.00000
       7.03125	       2.74392	       0.00000	       0.00000	       0.00000
       7.14844	       2.00255	       0.00000	       0.00000	       0.00000
       7.26563	       1.97699	       0.00000	       0.00000	       0.00000
       7.38281	       2.75244	       0.00000	       0.00000	       0.00000
       7.50000	       2.53088	       0.00000	       0.00000	       0.00000
       7.61719	       2.25819	       0.00000	       0.00000	       0.00000
       7.73438	       2.24115	       0.00000	       0.00000	       0.00000
       7.85156	       2.29228	       0.00000	       0.00000	       0.00000
       7.96875	       2.75244	       0.00000	       0.00000	       0.00000
       8.08594	       2.72688	       0.00000	       0.00000	       0.00000
       8.20313	       2.53940	       0.00000	       0.00000	       0.00000
       8.32031	       2.73540	       0.00000	       0.00000	       0.00000
       8.43750	       2.75244	       0.00000	       0.00000	       0.00000
       8.55469	       2.29228	       0.00000	       0.00000	       0.00000
       8.67188	       2.61610	       0.00000	       0.00000	       0.00000
       8.78906	       2.47123	       0.00000	       0.00000	       0.00000
       8.90625	       2.69279	       0.00000	       0.00000	       0.00000
       9.02344	       2.18150	       0.00000	       0.00000	       0.00000
       9.14063	       2.90583	       0.00000	       0.00000	       0.00000
       9.25781	       1.98551	       0.00000	       0.00000	       0.00000
       9.37500	       2.47123	       0.00000	       0.00000	       0.00000
       9.49219	       2.19002	       0.00000	       0.00000	       0.00000
       9.60938	       1.84916	       0.00000	       0.00000	       0.00000
       9.72656	       2.44567	       0.00000	       0.00000	       0.00000
       9.84375	       2.13889	       0.00000	       0.00000	       0.00000
       9.96094	       2.60758	       0.00000	       0.00000	       0.00000
      10.07813	       2.11333	       0.00000	       0.00000	       0.00000
      10.19531	       2.17298	       0.00000	       0.00000	       0.00000
      10.31250	       2.45419	       0.00000	       0.00000	       0.00000
      10.42969	       2.30080	       0.00000	       0.00000	       0.00000
      10.54688	       2.59905	       0.00000	       0.00000	       0.00000
      10.66406	       2.38602	       0.00000	       0.00000	       0.00000
      10.78125	       2.30932	       0.00000	       0.00000	       0.00000
      10.89844	       2.16446	       0.00000	       0.00000	       0.00000
      11.01563	       2.61610	       0.00000	       0.00000	       0.00000
      11.13281	       2.45419	       0.00000	       0.00000	       0.00000
      11.25000	       2.70131	       0.00000	       0.00000	       0.00000
      11.36719	       2.78653	       0.00000	       0.00000	       0.00000
      11.48438	       2.29228	       0.00000	       0.00000	       0.00000
      11.60156	       2.51384	       0.00000	       0.00000	       0.00000
      11.71875	       1.80656	       0.00000	       0.00000	       0.00000
      11.83594	       2.26672	       0.00000	       0.00000	       0.00000
      11.95313	       2.03664	       0.00000	       0.00000	       0.00000
      12.07031	       2.49680	       0.00000	       0.00000	       0.00000
      12.18750	       2.53940	       0.00000	       0.00000	       0.00000
      12.30469	       2.36045	       0.00000	       0.00000	       0.00000
      12.42188	       2.82913	       0.00000	       0.00000	       0.00000
      12.53906	       2.07072	       0.00000	       0.00000	       0.00000
      12.65625	       2.50532	       0.00000	       0.00000	       0.00000
      12.77344	       2.53088	       0.00000	       0.00000	       0.00000
      12.89063	       2.13037	       0.00000	       0.00000	       0.00000
      13.00781	       2.39454	       0.00000	       0.00000	       0.00000
      13.12500	       2.24967	       0.00000	       0.00000	       0.00000
      13.24219	       2.11333	       0.00000	       0.00000	       0.00000
      13.35938	       2.35193	       0.00000	       0.00000	       0.00000
      13.47656	       2.48827	       0.00000	       0.00000	       0.00000
      13.59375	       2.54792	       0.00000	       0.00000	       0.00000
      13.71094	       2.32637	       0.00000	       0.00000	       0.00000
      13.82813	       2.16446	       0.00000	       0.00000	       0.00000
      13.94531	       2.27524	       0.00000	       0.00000	       0.00000
      14.06250	       2.33489	       0.00000	       0.00000	       0.00000
      14.17969	       2.64166	       0.00000	       0.00000	       0.00000
      14.29688	       1.72986	       0.00000	       0.00000	       0.00000
      14.41406	       2.65870	       0.00000	       0.00000	       0.00000
      14.53125	       2.33489	       0.00000	       0.00000	       0.00000
      14.64844	       2.46271	       0.00000	       0.00000	       0.00000
      14.76563	       2.47975	       0.00000	       0.00000	       0.00000
      14.88281	       2.74392	       0.00000	       0.00000	       0.00000
      15.00000	       2.50532	       0.00000	       0.00000	       0.00000
      15.11719	       2.62462	       0.00000	       0.00000	       0.00000
      15.23438	       2.86322	       0.00000	       0.00000	       0.00000
      15.35156	       2.13037	       0.00000	       0.00000	       0.00000
      15.46875	       1.99403	       0.00000	       0.00000	       0.00000
      15.58594	       2.42862	       0.00000	       0.00000	       0.00000
      15.70313	       2.47975	       0.00000	       0.00000	       0.00000
      15.82031	       2.44567	       0.00000	       0.00000	       0.00000
      15.93750	       2.48827	       0.00000	       0.00000	       0.00000
      16.05469	       2.76948	       0.00000	       0.00000	       0.00000
      16.17188	       2.36045	       0.00000	       0.00000	       0.00000
      16.28906	       2.07072	       0.00000	       0.00000	       0.00000
      16.40625	       2.35193	       0.00000	       0.00000	       0.00000
      16.52344	       2.64166	       0.00000	       0.00000	       0.00000
      16.64063	       2.31784	       0.00000	       0.00000	       0.00000
      16.75781	       2.47123	       0.00000	       0.00000	       0.00000
      16.87500	       2.19854	       0.00000	       0.00000	       0.00000
      16.99219	       2.60758	       0.00000	       0.00000	       0.00000
      17.10938	       1.96846	       0.00000	       0.00000	       0.00000
      17.22656	       2.18150	       0.00000	       0.00000	       0.00000
      17.34375	       2.01107	       0.00000	       0.00000	       0.00000
      17.46094	       2.30932	       0.00000	       0.00000	       0.00000
      17.57813	       2.36045	       0.00000	       0.00000	       0.00000
      17.69531	       2.12185	       0.00000	       0.00000	       0.00000
      17.81250	       2.42862	       0.00000	       0.00000	       0.00000
      17.92969	       2.64166	       0.00000	       0.00000	       0.00000
      18.04688	       2.19002	       0.00000	       0.00000	       0.00000
      18.16406	       1.97699	       0.00000	       0.00000	       0.00000
      18.28125	       2.16446	       0.00000	       0.00000	       0.00000
      18.39844	       1.97699	       0.00000	       0.00000	       0.00000
      18.51563	       2.54792	       0.00000	       0.00000	       0.00000
      18.63281	       2.06220	       0.00000	       0.00000	       0.00000
      18.75000	       2.70983	       0.00000	       0.00000	       0.00000
      18.86719	       2.38602	       0.00000	       0.00000	       0.00000
      18.98438	       2.37750	       0.00000	       0.00000	       0.00000
      19.10156	       2.43715	       0.00000	       0.00000	       0.00000
      19.21875	       2.10481	       0.00000	       0.00000	       0.00000
      19.33594	       2.54792	       0.00000	       0.00000	       0.00000
      19.45313	       2.17298	       0.00000	       0.00000	       0.00000
      19.57031	       1.59352	       0.00000	       0.00000	       0.00000
      19.68750	       2.42010	       0.00000	       0.00000	       0.00000
      19.80469	       3.35747	       0.00000	       0.00000	       0.00000
      19.92188	       2.41158	       0.00000	       0.00000	       0.00000
      20.03906	       2.59053	       0.00000	       0.00000	       0.00000
      20.15625	       2.21559	       0.00000	       0.00000	       0.00000
      20.27344	       2.13037	       0.00000	       0.00000	       0.00000
      20.39063	       1.84916	       0.00000	       0.00000	       0.00000
      20.50781	       2.13037	       0.00000	       0.00000	       0.00000
      20.62500	       2.48827	       0.00000	       0.00000	       0.00000
      20.74219	       2.54792	       0.00000	       0.00000	       0.00000
      20.85938	       2.26672	       0.00000	       0.00000	       0.00000
      20.97656	       2.07072	       0.00000	       0.00000	       0.00000
      21.09375	       2.50532	       0.00000	       0.00000	       0.00000
      21.21094	       2.36045	       0.00000	       0.00000	       0.00000
      21.32813	       1.84916	       0.00000	       0.00000	       0.00000
      21.44531	       2.24967	       0.00000	       0.00000	       0.00000
      21.56250	       2.42862	       0.00000	       0.00000	       0.00000
      21.67969	       1.93438	       0.00000	       0.00000	       0.00000
      21.79688	       2.43715	       0.00000	       0.00000	       0.00000
      21.91406	       2.29228	       0.00000	       0.00000	       0.00000
      22.03125	       2.46271	       0.00000	       0.00000	       0.00000
      22.14844	       2.25819	       0.00000	       0.00000	       0.00000
      22.26563	       2.12185	       0.00000	       0.00000	       0.00000
      22.38281	       2.55645	       0.00000	       0.00000	       0.00000
      22.50000	       1.55091	       0.00000	       0.00000	       0.00000
      22.61719	       2.88878	       0.00000	       0.00000	       0.00000
      22.73438	       2.02811	       0.00000	       0.00000	       0.00000
      22.85156	       2.42862	       0.00000	       0.00000	       0.00000
      22.96875	       2.52236	       0.00000	       0.00000	       0.00000
      23.08594	       2.75244	       0.00000	       0.00000	       0.00000
      23.20313	       2.32637	       0.00000	       0.00000	       0.00000
      23.32031	       1.95142	       0.00000	       0.00000	       0.00000
      23.43750	       2.30080	       0.00000	       0.00000	       0.00000
      23.55469	       2.07924	       0.00000	       0.00000	       0.00000
      23.67188	       2.30080	       0.00000	       0.00000	       0.00000
      23.78906	       2.40306	       0.00000	       0.00000	       0.00000
      23.90625	       1.95994	       0.00000	       0.00000	       0.00000
      24.02344	       2.42862	       0.00000	       0.00000	       0.00000
      24.14063	       2.23263	       0.00000	       0.00000	       0.00000
      24.25781	       2.32637	       0.00000	       0.00000	       0.00000
      24.37500	       2.25819	       0.00000	       0.00000	       0.00000
      24.49219	       2.33489	       0.00000	       0.00000	       0.00000
      24.60938	       1.96846	       0.00000	       0.00000	       0.00000
      24.72656	       2.32637	       0.00000	       0.00000	       0.00000
      24.84375	       1.75543	       0.00000	       0.00000	       0.00000
      24.96094	       2.24967	       0.00000	       0.00000	       0.00000
      25.07813	       2.60758	       0.00000	       0.00000	       0.00000
      25.19531	       2.22411	       0.00000	       0.00000	       0.00000
      25.31250	       2.01107	       0.00000	       0.00000	       0.00000
      25.42969	       2.61610	       0.00000	       0.00000	       0.00000
      25.54688	       1.84916	       0.00000	       0.00000	       0.00000
      25.66406	       2.38602	       0.00000	       0.00000	       0.00000
      25.78125	       2.24967	       0.00000	       0.00000	       0.00000
      25.89844	       2.49680	       0.00000	       0.00000	       0.00000
      26.01563	       1.93438	       0.00000	       0.00000	       0.00000
      26.13281	       1.90881	       0.00000	       0.00000	       0.00000
      26.25000	       1.87473	       0.00000	       0.00000	       0.00000
      26.36719	       2.10481	       0.00000	       0.00000	       0.00000
      26.48438	       2.47123	       0.00000	       0.00000	       0.00000
      26.60156	       2.27524	       0.00000	       0.00000	       0.00000
      26.71875	       2.71835	       0.00000	       0.00000	       0.00000
      26.83594	       2.26672	       0.00000	       0.00000	       0.00000
      26.95313	       2.35193	       0.00000	       0.00000	       0.00000
      27.07031	       2.70131	       0.00000	       0.00000	       0.00000
      27.18750	       1.73838	       0.00000	       0.00000	       0.00000
      27.30469	       2.16446	       0.00000	       0.00000	       0.00000
      27.42188	       2.34341	       0.00000	       0.00000	       0.00000
      27.53906	       2.59053	       0.00000	       0.00000	       0.00000
      27.65625	       2.43715	       0.00000	       0.00000	       0.00000
      27.77344	       2.00255	       0.00000	       0.00000	       0.00000
      27.89063	       2.41158	       0.00000	       0.00000	       0.00000
      28.00781	       2.37750	       0.00000	       0.00000	       0.00000
      28.12500	       2.08776	       0.00000	       0.00000	       0.00000
      28.24219	       2.59053	       0.00000	       0.00000	       0.00000
      28.35938	       2.46271	       0.00000	       0.00000	       0.00000
      28.47656	       2.67575	       0.00000	       0.00000	       0.00000
      28.59375	       2.32637	       0.00000	       0.00000	       0.00000
      28.71094	       2.41158	       0.00000	       0.00000	       0.00000
      28.82813	       2.46271	       0.00000	       0.00000	       0.00000
      28.94531	       1.98551	       0.00000	       0.00000	       0.00000
      29.06250	       2.19002	       0.00000	       0.00000	       0.00000
      29.17969	       2.42862	       0.00000	       0.00000	       0.00000
      29.29688	       2.61610	       0.00000	       0.00000	       0.00000
      29.41406	       2.49680	       0.00000	       0.00000	       0.00000
      29.53125	       2.19854	       0.00000	       0.00000	       0.00000
      29.64844	       2.30932	       0.00000	       0.00000	       0.00000

Monitor Diode	      1.00
