ALV-7002/USB-25
Date :	"13/03/2025"
Time :	"10:48:27"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
FloatDur [ms]   :	        29989
Stop TP [ms]   :	   2767151
Runs            :	        10
Mode            :	"A-CH0 "
MeanCR0 [kHz]   :	       2.36438
MeanCR1 [kHz]   :	       0.00000
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,   1.972"	" 2,   1.980"	" 3,   2.029"	" 4,   2.033"	" 5,   1.999"	" 6,   2.082"	" 7,   2.298"	" 8,   2.405"	" 9,   2.456"	"10,   2.364"	
  1.12640E+000	  1.24410E-003	 -2.49700E-002	  1.04204E-002	  4.78068E-002	  1.30709E-002	  1.82208E-002	 -2.31054E-002	  1.55179E-002	 -2.14365E-002	 -7.87810E-003	 -1.52058E-002	
  1.22880E+000	  4.38075E-003	  3.40694E-002	 -4.73584E-002	 -1.25220E-002	 -1.51052E-002	  6.09818E-002	 -2.09988E-003	  5.73920E-003	  3.73723E-003	 -1.35349E-003	  1.77189E-002	
  1.33120E+000	 -5.20073E-003	 -3.02915E-003	 -8.67247E-003	 -8.99004E-004	 -1.84387E-002	  1.80582E-003	 -2.69648E-002	 -4.08342E-002	  1.53948E-002	  4.07303E-002	 -1.10999E-002	
  1.43360E+000	  5.62004E-003	  3.71679E-002	 -4.49218E-002	  4.82021E-002	  6.64200E-003	 -2.09126E-002	  1.31658E-002	  2.42452E-002	  1.06217E-002	  9.84496E-004	 -1.89944E-002	
  1.53600E+000	 -2.46209E-003	  2.24671E-003	 -2.18946E-002	  1.30960E-002	 -1.37431E-003	 -3.78351E-002	  7.60680E-003	 -1.83186E-002	 -9.99178E-003	  4.26877E-002	 -8.43736E-004	
  1.63840E+000	  1.46679E-002	  3.22265E-002	 -7.39238E-003	  1.57253E-002	  1.71744E-002	 -2.10310E-003	  7.06901E-003	  1.78198E-002	 -3.71012E-003	  4.31767E-002	  2.66929E-002	
  1.84320E+000	  6.77590E-003	  6.00341E-003	  4.23839E-002	  1.13861E-002	  1.41977E-002	  2.49847E-002	 -1.56559E-002	 -2.53025E-002	 -1.90286E-002	  2.42553E-002	  4.53487E-003	
  2.04800E+000	  3.34271E-003	  2.51099E-003	  1.99971E-002	 -1.02043E-002	 -6.20212E-003	 -8.30046E-003	  1.04871E-002	  6.03484E-003	  3.79794E-002	  8.94963E-003	 -2.78252E-002	
  2.25280E+000	  8.43772E-003	  2.59473E-003	  1.84963E-002	  5.90907E-004	  9.87169E-003	  3.31110E-002	 -1.19748E-002	 -3.09216E-002	  9.03170E-003	  4.21436E-002	  1.14337E-002	
  2.45760E+000	  1.19447E-002	  3.16124E-002	  3.94416E-002	 -2.53492E-002	  4.04265E-002	  1.94029E-002	  9.32271E-003	  1.32172E-002	 -6.93462E-003	  1.71585E-002	 -1.88509E-002	
  2.66240E+000	  2.52293E-003	  3.37897E-002	 -2.07579E-002	  1.33570E-002	  2.72121E-003	 -3.82687E-003	  4.62749E-003	 -5.93855E-003	  2.20413E-002	 -6.08415E-003	 -1.46999E-002	
  2.86720E+000	 -3.86773E-003	 -5.21326E-002	  1.16936E-002	  1.84977E-002	  8.16108E-004	 -5.46855E-003	 -1.81349E-002	 -1.92026E-002	  3.68143E-003	  6.90999E-003	  1.46626E-002	
  3.07200E+000	  6.52956E-003	  2.46911E-003	  3.06345E-002	 -2.88366E-002	  1.96711E-003	 -1.43012E-002	  8.49636E-003	  3.84497E-002	 -4.57984E-004	  5.60514E-003	  2.12695E-002	
  3.27680E+000	  2.14189E-003	  3.06380E-003	 -4.04966E-003	 -1.86848E-002	 -1.75763E-002	  1.57216E-003	  1.21796E-002	  1.00585E-002	  3.35043E-002	 -1.03271E-002	  1.16784E-002	
  3.68640E+000	  2.21069E-003	 -1.62650E-002	 -2.00626E-003	 -8.76571E-003	  3.21860E-002	  1.39256E-002	  4.10172E-003	  1.61058E-002	  6.30478E-004	  3.58041E-003	 -2.13861E-002	
  4.09600E+000	 -3.27598E-003	 -1.51760E-002	 -1.38866E-003	 -7.16379E-003	 -1.11557E-002	  1.81103E-003	  1.56926E-002	 -4.22750E-003	  2.99570E-003	 -6.13986E-003	 -8.00762E-003	
  4.50560E+000	  8.29281E-003	  1.86589E-002	  1.84622E-002	  1.62748E-002	  2.08867E-002	 -6.36411E-003	 -1.11435E-002	 -5.52632E-003	  5.89592E-003	  9.24943E-003	  1.65340E-002	
  4.91520E+000	  1.25998E-003	  5.25744E-003	 -1.20440E-002	 -1.59932E-002	  9.61324E-003	  3.37798E-003	  1.02909E-003	  2.64591E-003	 -3.45235E-003	 -3.43450E-003	  2.56002E-002	
  5.32480E+000	 -5.94180E-003	 -3.71756E-003	 -1.48714E-002	  3.42994E-003	  3.68557E-003	 -2.48379E-002	 -9.83735E-003	 -2.67887E-003	 -5.87389E-003	 -6.28940E-003	  1.57287E-003	
  5.73440E+000	  4.15953E-004	 -4.11540E-003	  4.72863E-003	  3.56837E-003	  5.03531E-003	  3.99952E-003	  3.04971E-003	 -5.95943E-004	 -6.78843E-004	  8.99031E-003	 -1.98221E-002	
  6.14400E+000	  2.26894E-003	 -9.48837E-003	  2.28905E-003	  6.41928E-003	  8.70420E-003	  8.84272E-003	  6.34256E-003	 -1.20950E-002	 -9.07076E-003	  1.12469E-002	  9.49879E-003	
  6.55360E+000	  1.68448E-003	  4.96963E-004	  5.18580E-003	 -7.91358E-003	 -1.05233E-003	  1.36911E-003	 -2.72578E-003	  9.32562E-003	  4.64857E-004	  1.80504E-003	  9.88911E-003	
  7.37280E+000	 -3.58187E-003	 -3.07860E-003	 -7.04386E-003	  7.03126E-003	 -1.86259E-002	 -8.18879E-003	 -6.30830E-003	 -5.71376E-004	  1.42565E-002	 -3.87802E-003	 -9.41167E-003	
  8.19200E+000	  1.63540E-003	  2.21762E-003	  3.21208E-003	  1.72645E-003	  4.08087E-003	  1.22393E-002	  5.43614E-003	  9.45369E-003	 -2.70371E-003	 -1.50272E-002	 -4.28120E-003	
  9.01120E+000	  6.08933E-003	  8.69892E-003	 -5.72525E-003	  1.31234E-002	  7.02295E-003	 -2.81179E-003	 -1.97333E-004	 -8.35886E-004	  6.76570E-003	  1.76535E-002	  1.71990E-002	
  9.83040E+000	  3.98699E-003	  2.90085E-003	  1.64981E-002	  4.99445E-004	  1.09839E-002	  2.93477E-005	  6.85752E-003	 -1.02595E-002	  9.89144E-003	 -3.90253E-004	  2.85905E-003	
  1.06496E+001	  3.64387E-003	  1.67242E-002	 -1.31394E-003	 -8.55392E-003	  3.70850E-004	  1.18427E-003	  1.07770E-002	  1.65388E-002	  1.05508E-003	 -1.16421E-002	  1.12984E-002	
  1.14688E+001	  2.08722E-003	  2.87844E-003	 -6.35157E-003	 -1.59130E-003	  1.03648E-002	  2.90438E-003	 -8.98312E-003	  6.30119E-003	  7.39849E-003	  1.04338E-002	 -2.48286E-003	
  1.22880E+001	  3.44228E-003	 -2.23085E-003	 -3.42137E-003	 -7.86029E-003	  4.63326E-003	 -5.12518E-003	  1.10385E-002	  1.46955E-002	  6.61693E-003	  1.14662E-002	  4.61008E-003	
  1.31072E+001	  1.21595E-003	 -1.13186E-002	  3.70337E-003	 -1.04247E-002	  8.15796E-003	 -1.48830E-003	  1.00642E-002	  5.11452E-004	  6.74558E-003	  4.08292E-003	  2.12556E-003	
  1.47456E+001	 -4.81541E-003	 -1.34201E-002	 -1.81056E-003	 -8.87572E-003	 -5.51562E-004	 -1.86309E-002	 -7.83260E-003	 -1.68748E-003	 -1.54370E-003	 -2.46370E-004	  6.44490E-003	
  1.63840E+001	  8.05516E-004	 -1.55646E-003	  9.06865E-003	  8.54139E-003	  1.22228E-003	  1.02102E-002	  2.43064E-003	  3.34786E-003	 -1.25250E-002	 -1.21482E-002	 -5.36144E-004	
  1.80224E+001	  4.47695E-004	 -1.05284E-002	  1.27711E-002	 -4.67156E-003	 -1.14619E-002	 -5.95158E-003	 -3.43795E-003	  1.15851E-002	  1.46705E-003	  7.78084E-003	  6.92421E-003	
  1.96608E+001	  9.88047E-004	  4.13664E-003	  3.96305E-003	  1.57257E-003	 -1.02188E-002	  2.65228E-003	  1.18503E-003	  6.60806E-003	 -1.28857E-003	 -2.03372E-003	  3.30395E-003	
  2.12992E+001	  2.74558E-003	  9.90063E-003	  8.05738E-003	 -6.81452E-003	 -5.60773E-003	  7.55360E-003	  3.11714E-003	  1.87920E-002	 -8.90079E-003	 -3.23424E-003	  4.59228E-003	
  2.29376E+001	  3.36089E-004	  1.34497E-003	 -4.40220E-003	  4.19723E-003	  1.34921E-002	 -2.33758E-003	 -4.20413E-003	  7.96907E-003	  4.32960E-003	 -8.49976E-003	 -8.52834E-003	
  2.45760E+001	 -3.69600E-003	 -5.12602E-003	 -1.07124E-002	 -2.98000E-003	 -8.81410E-003	 -1.31955E-003	 -1.20517E-003	 -9.87931E-004	  3.47659E-003	  3.89360E-004	 -9.68080E-003	
  2.62144E+001	 -5.10224E-004	 -2.18666E-003	 -1.20363E-003	 -5.41277E-003	 -3.62577E-003	  1.83642E-003	  1.12436E-003	  1.97488E-004	  3.11752E-003	  2.98535E-003	 -1.93455E-003	
  2.94912E+001	  3.43195E-003	  1.56658E-002	 -3.82672E-003	  3.84325E-003	 -4.99574E-003	  8.50199E-003	  6.19343E-003	  7.05031E-003	 -6.80989E-004	  8.88332E-004	  1.67985E-003	
  3.27680E+001	  7.95521E-004	  6.42585E-003	 -1.09625E-004	 -1.00008E-003	  2.93727E-003	  4.72041E-003	 -7.27564E-003	 -1.57835E-003	 -1.27333E-004	  1.07516E-004	  3.85519E-003	
  3.60448E+001	  1.19709E-003	 -5.83077E-003	  4.08444E-003	 -5.39606E-003	 -3.49236E-003	  6.76482E-003	  1.11333E-002	  2.71072E-003	  5.22561E-004	  1.29079E-003	  1.83498E-004	
  3.93216E+001	  3.08989E-003	 -2.75785E-003	  8.33158E-003	  6.22569E-003	  3.00422E-003	 -2.75509E-003	  6.79929E-003	  8.66710E-003	 -6.73621E-005	  1.23376E-003	  2.21753E-003	
  4.25984E+001	 -9.52532E-004	  4.07387E-003	 -2.06746E-003	 -5.21092E-003	  1.01494E-003	 -5.49491E-003	  2.38652E-003	 -5.98742E-004	  2.65933E-004	 -3.22049E-003	 -6.74053E-004	
  4.58752E+001	 -5.69193E-004	 -1.82936E-003	  2.14214E-003	  1.07921E-002	  7.38911E-004	 -7.63029E-003	  1.46275E-003	  1.49908E-003	  6.97353E-004	 -6.57099E-003	 -6.99365E-003	
  4.91520E+001	  4.21612E-004	  6.24754E-003	  6.03916E-003	 -5.75207E-003	  1.82557E-003	 -7.81853E-004	 -3.15467E-003	  1.69401E-003	  7.60338E-005	 -1.66777E-005	 -1.96092E-003	
  5.24288E+001	  2.73117E-004	  5.25644E-003	 -4.38825E-003	 -9.41512E-004	 -1.11406E-003	  2.38273E-003	  6.50411E-003	  3.68638E-003	 -3.70328E-003	 -5.51236E-003	  5.60970E-004	
  5.89824E+001	  3.31092E-004	  1.00599E-004	  4.68037E-003	  7.60959E-005	  1.40718E-003	  1.24343E-003	 -2.84607E-003	  4.28139E-003	 -2.23132E-003	 -2.38794E-003	 -1.01283E-003	
  6.55360E+001	 -3.42900E-004	  2.50806E-003	  1.02290E-003	 -2.98663E-003	  6.93403E-004	  3.81437E-003	  3.05549E-004	 -5.22051E-003	 -3.43192E-003	  1.90477E-003	 -2.03899E-003	
  7.20896E+001	  2.61091E-003	  5.90492E-003	 -2.60678E-004	  3.78705E-003	  1.51646E-003	  1.67971E-003	  2.42114E-003	  3.79375E-003	  2.98772E-003	  3.81181E-003	  4.67256E-004	
  7.86432E+001	 -5.73620E-004	 -2.69835E-005	 -3.13079E-003	  1.44726E-003	 -2.60319E-003	 -6.67556E-004	 -1.69673E-004	  4.09372E-003	 -6.77241E-004	 -1.51615E-003	 -2.48560E-003	
  8.51968E+001	  1.79591E-003	  7.02900E-003	  6.39597E-003	 -5.01546E-003	  1.02753E-002	 -1.05670E-003	 -3.58065E-003	 -8.34458E-004	 -1.00099E-003	  3.72159E-003	  2.02550E-003	
  9.17504E+001	  1.93626E-003	  4.17645E-003	  3.54145E-003	  9.97227E-004	 -2.91177E-003	  2.99798E-004	  1.49520E-004	  8.03048E-003	  3.01477E-003	 -3.81228E-005	  2.10280E-003	
  9.83040E+001	  7.72895E-004	 -6.44976E-003	 -2.43789E-004	  8.51918E-003	 -6.87908E-004	  1.92727E-003	 -1.16660E-003	  3.46988E-003	  1.98715E-003	 -3.77137E-003	  4.14489E-003	
  1.04858E+002	  1.39995E-003	  8.76863E-004	  2.37397E-003	  7.57222E-004	 -1.86527E-003	  4.13910E-004	  6.19306E-003	  4.74821E-003	 -1.79489E-003	  7.60494E-004	  1.53590E-003	
  1.17965E+002	  5.77917E-004	  3.69462E-003	 -6.10245E-004	 -9.37846E-004	  4.14608E-003	 -2.26460E-003	  4.32542E-004	  5.69155E-003	 -1.82084E-003	 -2.67013E-003	  1.18031E-004	
  1.31072E+002	  1.40247E-003	 -6.58675E-004	 -9.47940E-004	 -7.68140E-004	  3.47827E-003	  6.82993E-006	  6.30724E-003	  3.88959E-003	 -8.56333E-004	  2.37332E-003	  1.20055E-003	
  1.44179E+002	 -1.17799E-003	 -2.87367E-003	  3.73595E-003	 -1.86063E-003	 -1.29467E-003	 -3.03771E-003	  6.44160E-004	 -1.81188E-003	 -3.11036E-003	 -1.10153E-003	 -1.06962E-003	
  1.57286E+002	  1.21156E-003	 -9.06162E-004	  2.17536E-003	  2.33466E-003	  5.76267E-004	  3.18245E-003	  3.02744E-003	  4.47811E-005	 -8.57581E-004	 -4.22785E-004	  2.96119E-003	
  1.70394E+002	  3.14013E-005	  6.40573E-003	 -1.54930E-003	 -4.16310E-003	 -2.04350E-003	  7.59258E-004	 -1.98097E-003	  1.37067E-003	 -1.94162E-003	  3.04982E-003	  4.07023E-004	
  1.83501E+002	 -1.72621E-004	 -5.22956E-003	 -5.20663E-004	 -4.26916E-003	  8.35197E-004	  6.46076E-004	  2.51530E-003	  1.84037E-004	  1.10133E-003	  6.33144E-004	  2.37808E-003	
  1.96608E+002	  3.74081E-005	  7.59760E-004	 -3.67585E-003	  8.83532E-004	  4.17944E-004	 -1.44270E-003	  4.65214E-003	  5.18071E-003	 -2.35152E-003	 -8.49305E-004	 -3.20063E-003	
  2.09715E+002	  3.31765E-004	 -4.52490E-004	  1.13627E-003	 -3.22941E-003	  3.12362E-003	 -8.87765E-004	  8.31116E-004	  3.25339E-003	  1.13403E-003	 -6.06092E-004	 -9.85013E-004	
  2.35930E+002	  6.46519E-004	  1.26146E-003	  2.02345E-003	 -2.46556E-003	  2.40854E-003	  7.43256E-004	  4.19146E-004	  1.56351E-003	 -5.87738E-004	  1.60203E-003	 -5.02905E-004	
  2.62144E+002	  8.84914E-004	  4.65687E-004	 -1.82563E-003	 -6.36444E-004	  2.87924E-003	  1.74282E-003	 -1.17380E-003	  2.64305E-003	  1.23804E-003	  1.59708E-003	  1.91910E-003	
  2.88358E+002	  5.82790E-004	  4.84082E-004	  2.64681E-004	 -8.81325E-004	 -3.44291E-003	  1.12098E-004	  3.52918E-004	  5.55602E-003	  7.44154E-004	  1.52009E-003	  1.11810E-003	
  3.14573E+002	  1.16498E-003	 -1.30538E-004	  3.91892E-004	  9.78730E-004	  1.35580E-003	 -6.46768E-004	  9.75053E-004	  2.48217E-003	 -1.51234E-004	  4.71562E-003	  1.67912E-003	
  3.40787E+002	 -3.79860E-004	  1.26106E-003	 -1.34951E-003	 -6.12454E-004	 -4.55001E-003	  1.70248E-003	  6.21790E-005	  8.90206E-004	 -4.24619E-004	  1.54387E-004	 -9.32323E-004	
  3.67002E+002	  7.62551E-004	  1.83753E-004	  1.65100E-003	  7.04671E-004	 -1.22512E-003	  9.33262E-004	  2.42471E-003	  2.94278E-003	 -5.55721E-004	  4.38844E-005	  5.22296E-004	
  3.93216E+002	  2.08897E-004	  1.68763E-003	  1.15919E-003	 -1.62508E-003	 -2.86581E-003	 -8.27781E-004	 -1.57409E-003	  5.69132E-003	 -2.08110E-003	  2.23543E-003	  2.89259E-004	
  4.19430E+002	  5.36432E-004	  2.48304E-003	 -1.76372E-003	 -4.95048E-004	 -1.40594E-003	 -9.96045E-004	  1.16979E-003	  3.62292E-003	  2.37084E-004	  1.39696E-003	  1.11529E-003	
  4.71859E+002	  5.18522E-004	  1.14302E-003	  2.08293E-004	  4.40600E-004	  4.89565E-004	  1.27354E-003	 -3.10615E-004	  2.13359E-003	 -1.76217E-003	  2.67284E-004	  1.30212E-003	
  5.24288E+002	  7.97680E-004	  2.80771E-003	  1.23848E-003	 -6.51074E-005	 -8.70687E-004	  8.26757E-004	  1.40992E-003	  1.96688E-003	  1.74858E-003	 -6.96868E-004	 -3.88863E-004	
  5.76717E+002	  4.28288E-004	 -8.62523E-004	  2.39822E-005	  9.68244E-005	 -6.18984E-005	  1.68768E-003	  8.24574E-004	  3.38345E-003	  3.00879E-004	 -1.30613E-004	 -9.79484E-004	
  6.29146E+002	  2.11977E-004	 -4.52399E-005	  5.41662E-004	 -4.74633E-004	 -1.82911E-003	 -1.53720E-003	  3.30040E-003	  2.66499E-003	 -2.38100E-004	  1.23355E-004	 -3.86346E-004	
  6.81574E+002	  9.99522E-004	  1.61141E-003	  1.03128E-003	  1.27818E-003	 -2.97540E-004	  1.52969E-004	  1.12927E-003	  2.42449E-003	  1.36085E-003	  1.29160E-003	  1.27134E-005	
  7.34003E+002	  6.61067E-004	 -4.26166E-004	  1.64751E-003	 -3.75698E-005	  3.15330E-003	  1.45072E-004	  1.17023E-003	  4.89917E-004	  5.67102E-004	  2.39144E-004	 -3.37868E-004	
  7.86432E+002	  7.26002E-004	  7.70902E-004	  2.14261E-003	 -1.38675E-003	  2.14609E-004	  3.18936E-003	 -1.40265E-003	  3.25200E-003	  5.37976E-004	 -1.35350E-003	  1.29546E-003	
  8.38861E+002	  6.46925E-004	 -8.79540E-004	  1.89146E-003	 -9.72668E-004	  2.63192E-004	  1.34455E-003	 -1.19276E-003	  3.32457E-003	  1.14011E-003	 -3.04273E-004	  1.85461E-003	
  9.43718E+002	  5.01897E-004	  1.34441E-003	 -4.20745E-004	 -3.08765E-004	 -1.02780E-003	  4.81238E-004	  5.74346E-004	  3.35251E-003	 -6.93940E-004	 -2.00691E-004	  1.91841E-003	
  1.04858E+003	  3.75443E-004	  5.71167E-005	  3.50517E-004	  1.54453E-003	  3.83649E-004	  4.39217E-004	  1.18791E-004	  7.11911E-004	  8.45087E-004	 -8.86429E-004	  1.90037E-004	
  1.15343E+003	 -4.25923E-005	 -9.20869E-004	  2.12447E-005	 -1.66645E-005	 -1.07746E-003	  5.13207E-005	 -1.53835E-004	  2.17752E-003	 -5.94711E-004	 -9.63181E-004	  1.05071E-003	
  1.25829E+003	  4.71369E-004	  4.90927E-004	  2.17825E-003	 -9.73994E-004	  2.31610E-004	  6.34695E-004	  4.19081E-005	  1.63699E-003	  3.93069E-004	  6.84663E-006	  7.33917E-005	
  1.36315E+003	  2.06509E-004	  2.48500E-004	  1.15447E-003	 -3.19938E-004	 -6.24577E-004	  1.51668E-004	  1.27433E-004	  1.62040E-003	 -6.54068E-005	 -5.49859E-004	  3.22401E-004	
  1.46801E+003	  7.91827E-004	  8.27968E-004	  1.96316E-003	  2.21991E-004	  7.37307E-004	  7.40371E-004	  1.96582E-003	  1.33858E-003	 -9.26393E-004	  7.86646E-004	  2.62811E-004	
  1.57286E+003	  7.31557E-004	  7.93720E-004	  8.44624E-004	  6.25871E-004	  5.95416E-004	  7.18240E-004	 -4.83299E-005	  2.53105E-003	  7.76409E-005	  9.60851E-004	  2.16488E-004	
  1.67772E+003	  2.94116E-004	 -8.23037E-004	 -5.76944E-004	  5.43429E-004	 -2.50897E-004	 -2.66513E-004	  1.01557E-003	  2.67755E-003	  5.96181E-004	 -1.47057E-004	  1.72875E-004	
  1.88744E+003	  2.73311E-005	  6.50961E-004	 -1.23022E-003	 -6.76925E-005	  7.59019E-005	 -3.05230E-004	 -9.52846E-004	  2.91930E-003	 -2.69438E-004	 -4.32909E-004	 -1.14516E-004	
  2.09715E+003	  6.13624E-004	  3.98841E-004	  1.04911E-003	 -4.90976E-004	  2.95053E-004	  1.08033E-004	  1.15311E-003	  2.30140E-003	  2.42490E-004	 -5.99393E-004	  1.67857E-003	
  2.30687E+003	  3.82225E-004	  2.15821E-004	  9.76966E-004	  2.97893E-004	 -1.28073E-003	 -5.79741E-004	  6.84235E-004	  1.82628E-003	 -2.39400E-005	  8.53316E-004	  8.52154E-004	
  2.51658E+003	  1.92031E-004	 -5.87261E-004	  7.51103E-004	 -2.86797E-004	 -4.45543E-005	  2.47652E-004	 -1.21128E-003	  2.46839E-003	 -1.52424E-004	 -4.22272E-004	  1.15775E-003	
  2.72630E+003	  3.40722E-004	 -2.74006E-004	  1.07228E-003	 -1.03873E-004	 -7.51718E-004	  5.19291E-004	  7.47334E-004	  1.78982E-003	  5.72873E-004	  6.54069E-004	 -8.18848E-004	
  2.93601E+003	  5.12650E-004	 -2.72062E-004	  2.81409E-004	  4.55045E-004	  9.82470E-004	  4.55074E-004	 -4.42071E-004	  2.36388E-003	 -4.22278E-004	  8.53441E-005	  1.63969E-003	
  3.14573E+003	  1.69960E-004	 -5.78447E-004	 -1.82399E-004	  3.17363E-004	 -1.18931E-003	 -3.62130E-004	 -2.28475E-004	  2.48812E-003	  1.36335E-004	  7.72391E-004	  5.26150E-004	
  3.35544E+003	 -1.17019E-004	 -8.92737E-004	 -8.96357E-004	 -4.89467E-004	 -7.66991E-004	 -3.81311E-004	 -7.07515E-004	  2.21806E-003	  6.98500E-004	 -1.48232E-004	  1.95864E-004	
  3.77487E+003	  2.91353E-004	 -1.41507E-003	  1.41225E-003	  2.20837E-004	 -5.33084E-004	  5.14458E-005	 -2.50354E-004	  1.76694E-003	 -7.56866E-005	  7.35524E-004	  1.00073E-003	
  4.19430E+003	 -2.40322E-005	  4.85296E-005	 -3.98219E-004	 -1.13444E-004	 -6.49776E-004	 -2.69819E-004	 -8.93583E-004	  1.60934E-003	 -2.55597E-005	 -1.79555E-004	  6.31761E-004	
  4.61373E+003	  7.17507E-005	 -2.47652E-004	 -2.10942E-004	  3.34213E-005	 -1.65777E-004	  5.75037E-004	  5.54288E-004	  1.15234E-003	 -4.92412E-004	 -5.70892E-004	  9.00921E-005	
  5.03317E+003	  1.17474E-004	  7.19406E-004	 -6.66351E-004	  4.39896E-004	  9.10786E-004	 -4.26961E-004	 -1.34814E-003	  1.07733E-003	 -3.43507E-004	  6.99537E-005	  7.42326E-004	
  5.45260E+003	  5.93182E-005	  1.62228E-004	 -7.90248E-004	  1.18058E-004	 -6.53096E-004	  4.18219E-004	  4.40177E-004	  9.96095E-004	 -8.17025E-004	  3.21670E-004	  3.97105E-004	
  5.87203E+003	  1.66935E-004	 -7.81428E-005	  3.98931E-004	 -9.08711E-005	 -1.14951E-003	  3.19186E-004	 -1.64080E-004	  8.56632E-004	  3.94762E-004	 -3.93015E-005	  1.22174E-003	
  6.29146E+003	 -7.13853E-005	 -5.14341E-004	 -8.47967E-004	 -4.63512E-005	  2.55287E-004	 -1.32961E-003	  7.26148E-004	  1.00067E-003	 -9.46003E-005	  9.30079E-005	  4.39129E-005	
  6.71089E+003	  2.24516E-004	  1.11317E-003	 -1.22757E-004	 -6.88824E-004	  3.75188E-004	 -2.12182E-004	  2.30271E-004	  2.97324E-004	  2.86196E-004	  8.22248E-004	  1.44527E-004	
  7.54975E+003	  2.34168E-004	  6.49858E-004	 -1.06790E-004	  2.74089E-005	  5.14406E-004	 -4.03377E-004	 -1.03670E-003	  1.10451E-003	  4.84151E-004	  2.87826E-004	  8.20388E-004	
  8.38861E+003	 -1.73970E-004	 -1.37622E-003	 -6.58597E-004	  4.65551E-004	 -5.63084E-004	 -4.92067E-004	  8.28224E-004	  2.29721E-005	 -2.03784E-004	 -4.18018E-004	  6.55325E-004	
  9.22747E+003	 -1.89723E-004	  2.21220E-004	 -5.01714E-004	 -2.16672E-004	  3.45805E-004	 -2.68167E-004	  7.47196E-004	  4.16672E-005	 -8.27405E-004	 -4.44495E-004	 -9.94669E-004	
  1.00663E+004	 -1.93579E-005	 -2.49346E-004	  6.26907E-005	  2.33816E-004	  1.01973E-005	  1.97346E-004	  1.19529E-004	 -1.71076E-004	  2.31569E-004	 -4.11621E-004	 -2.16683E-004	
  1.09052E+004	 -1.19742E-004	 -6.14298E-004	 -5.20892E-004	  1.54922E-004	 -9.60172E-004	  4.11641E-004	 -1.06887E-004	 -4.10305E-004	  7.34356E-004	  1.00720E-004	  1.34937E-005	
  1.17441E+004	  4.65424E-004	  3.23607E-004	  3.01711E-005	 -3.03710E-004	  7.51229E-004	  8.27824E-004	  6.37954E-004	  8.52565E-004	  3.16957E-004	  4.48396E-004	  7.69250E-004	
  1.25829E+004	 -1.54321E-004	  9.67729E-004	 -3.66857E-004	  2.04917E-004	 -1.26112E-003	 -2.40454E-004	  9.04392E-004	 -1.38631E-003	 -4.26796E-004	  3.88909E-004	 -3.27618E-004	

"Count Rate"
       0.11719	       2.51384	       0.00000	       0.00000	       0.00000
       0.23438	       2.07924	       0.00000	       0.00000	       0.00000
       0.35156	       2.20707	       0.00000	       0.00000	       0.00000
       0.46875	       2.07072	       0.00000	       0.00000	       0.00000
       0.58594	       2.68427	       0.00000	       0.00000	       0.00000
       0.70313	       2.35193	       0.00000	       0.00000	       0.00000
       0.82031	       2.88026	       0.00000	       0.00000	       0.00000
       0.93750	       2.50532	       0.00000	       0.00000	       0.00000
       1.05469	       2.36897	       0.00000	       0.00000	       0.00000
       1.17188	       2.60758	       0.00000	       0.00000	       0.00000
       1.28906	       2.12185	       0.00000	       0.00000	       0.00000
       1.40625	       2.15594	       0.00000	       0.00000	       0.00000
       1.52344	       2.37750	       0.00000	       0.00000	       0.00000
       1.64063	       2.54792	       0.00000	       0.00000	       0.00000
       1.75781	       2.42862	       0.00000	       0.00000	       0.00000
       1.87500	       2.13037	       0.00000	       0.00000	       0.00000
       1.99219	       2.43715	       0.00000	       0.00000	       0.00000
       2.10938	       2.51384	       0.00000	       0.00000	       0.00000
       2.22656	       2.55645	       0.00000	       0.00000	       0.00000
       2.34375	       2.16446	       0.00000	       0.00000	       0.00000
       2.46094	       3.04217	       0.00000	       0.00000	       0.00000
       2.57813	       2.79505	       0.00000	       0.00000	       0.00000
       2.69531	       2.33489	       0.00000	       0.00000	       0.00000
       2.81250	       2.88878	       0.00000	       0.00000	       0.00000
       2.92969	       2.80357	       0.00000	       0.00000	       0.00000
       3.04688	       2.23263	       0.00000	       0.00000	       0.00000
       3.16406	       2.87174	       0.00000	       0.00000	       0.00000
       3.28125	       2.62462	       0.00000	       0.00000	       0.00000
       3.39844	       2.10481	       0.00000	       0.00000	       0.00000
       3.51563	       2.56497	       0.00000	       0.00000	       0.00000
       3.63281	       2.07924	       0.00000	       0.00000	       0.00000
       3.75000	       2.40306	       0.00000	       0.00000	       0.00000
       3.86719	       2.12185	       0.00000	       0.00000	       0.00000
       3.98438	       2.69279	       0.00000	       0.00000	       0.00000
       4.10156	       2.03664	       0.00000	       0.00000	       0.00000
       4.21875	       2.47975	       0.00000	       0.00000	       0.00000
