  1.17188E-001	  2.06373E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.34375E-001	  1.98338E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  3.51563E-001	  2.09441E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  4.68750E-001	  2.05760E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  5.85938E-001	  1.98423E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  7.03125E-001	  1.99786E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  8.20313E-001	  2.06484E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  9.37500E-001	  2.02863E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.05469E+000	  1.94409E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.17188E+000	  2.04661E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.28906E+000	  2.03587E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.40625E+000	  2.08853E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.52344E+000	  2.05010E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.64063E+000	  2.05257E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.75781E+000	  2.02292E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.87500E+000	  1.94034E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  1.99219E+000	  2.03638E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.10938E+000	  2.01508E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.22656E+000	  2.01635E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.34375E+000	  1.97494E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.46094E+000	  2.06024E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.57813E+000	  2.09007E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.69531E+000	  1.99880E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.81250E+000	  2.00136E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  2.92969E+000	  2.00843E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  3.04688E+000	  2.02539E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  3.16406E+000	  1.96736E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  3.28125E+000	  2.03425E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
  3.39844E+000	  2.03587E+002	  0.00000E+000	  0.00000E+000	  0.00000E+000
